AGNname,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,virialRadius,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),corrected_az (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
IRAS11598-0112,CGCG013-047NED01,,"('180.61167', '-1.4875')","('180.71172', '-1.78204')",,,487.956772,,6381.52,,89.88057152,,31.81,29.9,20,140,21.24506701,,,x,,x,x,,0.020324,0.15,DG,,,,,,,,,no,needs to be downloaded
SDSSJ154427.20+274324.0,CGCG166-045NED01,,"('236.11333', '27.72333')","('236.00793', '27.69922')",,,233.3876191,,9851.29,,138.7504969,,31.75,16.51,59,145,112.1131688,,,x,,x,W COMPONENT,,0.032192,0.163,RT,,,,,,,,,no,needs to be added to reduce
RBS1089,NGC4235,,"('184.31708', '8.16139')","('184.29117', '7.19158')",,,487.6505123,,2708.22,,28.8,,31.71,10.78,70,50,131.5299112,,,.SAS1./,,48,SA(s)a         Sy1,,0.008039,0.343,RT,,,,,,,,,no,"needs to be added to reduce, original name = QSO1214+0826"
LBQS0302-0019,2MASXJ03051837+0012555,,"('46.20792', '0.13694')","('46.32659', '0.21555')",,,294.1639746,,8406.78,,118.4053514,,31.63,15.81,60,75,161.4686202,,,x,,x,x,,0.028792,3.294,RT,,,,,,,,,?,"file access error in reduce, original name = SDSSJ030449.86-000813.5"
HS1119+5812,NGC3613,,"('170.68708', '57.92833')","('169.65045', '58.0')",,,285.0256839,,2239.01,,29.45,,31.31,15.03,61,100,-6.044818908,,,.E.6...,,102,E6,,0.006785,0.9,DG,,,,,,,,,no,looks very promising
PKS2005-489,NGC6868,,"('302.35583', '-48.83139')","('302.47529', '-48.37956')",,,244.6648438,,2719.61,,30.562,,31.12,24.89,37,x,108.7969832,,,.E.2...,,86,E2             LINER,,0.00952,0.071,SP,,,,,,,,,yes,"done, original result"
PKS2005-489,NGC6870,,"('302.35583', '-48.83139')","('302.54525', '-48.28708')",,,391,FALSE,2816.32,,40.11,32,41.87,19.32,62,85,x,x,NGC6870,.SXR2..,62.1,85,SAB(rs)ab,,0.009843,0.071,SP,no,no,no,,,no,,,done,
PKS2005-489,NGC6868,,"('302.35583', '-48.83139')","('302.47529', '-48.37956')",,,321.08,FALSE,2719.61,,40.11,32,31.12,24.89,36,80,x,x,NGC6868,.E.2...,37.4,86,E2,,0.00952,0.071,SP,no,no,no,,,no,,,done,Sill:5067 marked here
PKS2005-489,x,0,"('302.35583', '-48.83139')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.071,SP,no,no,no,4967,"4885, 5023",280pm6,8.15E13 pm 2.59E12,41.4pm 2.6,done,center is 4954. several galaxies with b>500 kpc
PKS2005-489,x,0,"('302.35583', '-48.83139')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.071,SP,no,no,no,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,center is 5086. several galaxies with b>500 kpc
CSO395,UGC07125,,"('182.81083', '36.96083')","('182.17638', '36.80275')",,,259.754882,,1344.58,,28,,30.62,4.9,81,85,171.0072714,,,.S..9..,,85,Sdm,,0.003572,0.169,DG,,,,,,,,,working,"done, original result"
CSO395,x,7,"('182.81083', '36.96083')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.169,DG,no,no,no,966,"886, 984",194pm14,5.70E13 pm 5.91E12,30.6pm 6.6,"f:Lya, working",center is 935
CSO395,x,10,"('182.81083', '36.96083')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.169,DG,no,no,no,1025,"974, 1120",343pm15,1.21E14 pm 9.85E12,41.6pm 4.1,"f:Lya, working",center is 1047
RX_J1121.2+0326,NGC3640,,"('170.30917', '3.42944')","('170.27854', '3.23483')",,,83.37775179,,1534.68,,24.25,,29.6,23.68,37,100,88.94143244,,,.E.3...,,100,E3,,0.004173,0.152,DG,,,,,,,,,no,"needs to be downloaded, original name = SDSSJ112114.20+032546.0"
SDSSJ112224.10+031802.0,NGC3640,,"('170.60042', '3.30056')","('170.27854', '3.23483')",,,138.8276975,,1534.68,,24.25,,29.6,23.68,37,100,158.454594,,,.E.3...,,100,E3,,0.004173,0.475,NP,,,,,,,,,no,not available
SDSSJ112005.00+041323.0,NGC3640,,"('170.02083', '4.22306')","('170.27854', '3.23483')",,,432.1904123,,1534.68,,24.25,,29.6,23.68,37,100,65.38874027,,,.E.3...,,100,E3,,0.004173,0.545,RT,,,,,,,,,no,needs to be added to reduce
HS0624+6907,2MASXJ06304174+6858319,0,"('97.51083', '69.08417')","('97.67367', '68.97558')",,,298.9290236,,9867.31,,138.9761273,,29.24,10.15,70,150,-26.30209001,,,x,,x,x,,0.0327,0.37,SP,no,no,no,9187,"9157, 9217",72pm8,1.71E13 pm 2.26E12,17.5pm 3.2,yes,"possibly one line, not marked though. Galaxy hase v = 9867km/s"
SDSSJ094331.60+053131.0,NGC2962,,"('145.88167', '5.52528')","('145.22473', '5.16581')",,,445.1739485,,2189.95,,34.175,,28.98,15.07,59,0,241.3050397,,,RLXT+..,,3,(R)SAB(rs)0+,,0.006558,0.5643,SP,,,,,,,,,no,promising
HE0238-1904,MCG-03-07-044,1,"('40.13583', '-18.86417')","(39.54871, -20.167)",,,424.5250134,x,1220.1,,17.18389701,x,7.5,4.5,53.1,x,x,56,ESO545-G40,.LAT0?.,53.9,35,SA(rs)0^0^?,,0.004917,0.631,SP,yes,yes,yes,1607,"1563, 1651",30pm6,5.83E12 pm 1.20E12,30.0pm 5.7,d:Lya,"d:Lya labeled at 1625, I measure 1607"
HE0238-1904,2MASXJ02412187-1856572,0,"('40.13583', '-18.86417')","('40.34117', '-18.94925')",,,395.047887,,7577.74,,106.728793,,28.72,17.8,52,120,-7.482808362,,,x,,x,S              HII,,0.026118,0.631,SP,no,no,no,2153,"2102, 2204",31pm5,5.97E12 pm 1.03E12,35.9pm 2.4,d:Lya,"d:Lya labeled at 2177, I measure 2153. No galaxies nearby"
HE0238-1904,2MASXJ02412187-1856572,0,"('40.13583', '-18.86417')","('40.34117', '-18.94925')",,,395.047887,,7577.74,,106.728793,,28.72,17.8,52,120,-7.482808362,,,x,,x,S              HII,,0.026118,0.631,SP,no,no,no,2521,"2407, 2635",109pm8,2.16E13 pm 1.65E12,74.3pm 3.4,d:Lya,"d:Lya labeled at 2517, I measure 2521. No galaxies nearby"
HE0238-1904,2MASXJ02412187-1856572,0,"('40.13583', '-18.86417')","('40.34117', '-18.94925')",,,395.047887,,7577.74,,106.728793,,28.72,17.8,52,120,-7.482808362,,,x,,x,S              HII,,0.026118,0.631,SP,no,no,no,2957,"2862, 3052",65pm7,1.25E13 pm 1.37E12,66.6pm 3.3,d:Lya,"d:Lya labeled at 2961, I measure 2957. No galaxies nearby"
HE0238-1904,2MASXJ02412187-1856572,0,"('40.13583', '-18.86417')","('40.34117', '-18.94925')",,,395.047887,,7577.74,,106.728793,,28.72,17.8,52,120,-7.482808362,,,x,,x,S              HII,,0.026118,0.631,SP,no,no,no,4590,"4508, 4672",147pm5,3.20E13 pm 1.12E12,54.7pm 3.6,d:Lya,"d:Lya labeled at 4631, I measure 4590. No galaxies nearby"
SDSSJ225738.20+134045.0,UGC12281,,"('344.40917', '13.67917')","('344.80333', '13.60667')",,,230.3147711,,2320.27,,33.85,,28.69,2.29,85,30,70.42498689,,,.S..8*.,,30,Sd,,0.008566,0.5946,SP,,,,,,,,,,
SDSSJ132503.80+271719.0,NGC5116,,"('201.26583', '27.28861')","('200.73172', '26.98073')",,,456.9368551,,3174.35,,46.229,,28.64,10.31,69,45,195.0347982,,,.SBS5*.,,40,SB(s)c:,,0.009645,0.522,RT,,,,,,,,,,
HE0429-5343,NGC1566,,"('67.66667', '-53.61556')","('65.00175', '-54.93781')",,,421.6889476,,1360.57,,11.834,,28.57,22.72,37,x,183.5889866,,,.SXS4..,,60,(R'_1)SAB(rs)bcSy1,,0.005017,0.04,SP,,,,,,,,,,
1H0419-577,NGC1566,,"('66.50333', '-57.20028')","('65.00175', '-54.93781')",,,498.3013034,,1360.57,,11.834,,28.57,22.72,37,x,86.45468773,,,.SXS4..,,60,(R'_1)SAB(rs)bcSy1,,0.005017,0.104,SP,,,,,,,,,,
RXS_J1544.5+2827,CGCG166-047,,"('236.12708', '28.46556')","('235.98894', '28.52408')",,,326.1968936,,9845.91,,138.6747465,,28.51,21.1,42,55,57.96250909,,,x,,x,SBa            Sy2,,0.032176,0.234,PL,,,,,,,,,,
0151+045,IC1746,,"('28.61667', '4.80556')","('28.60129', '4.80389')",,,18.69908469,,4934.13,,69.49480758,,28.3,10.11,69,x,170.7994738,,,.L.....,,93,S0,,0.017342,0.404,DG,,,,,,,,,,
SDSSJ021218.32-073719.8,SDSSJ021315.79-073942.7,,"('33.07625', '-7.62222')","('33.31582', '-7.66188')",,,268.1771169,,4531.79,,63.82800065,,28.29,18.11,50,109,-9.596043819,,,PSBT1..,,-99,x,,0.016011,0.1739,SP,,,,,,,,,,
KISSR1567,UGC08334,,"('201.2275', '43.79889')","('198.95554', '42.02928')",,,353.2449172,,741.26,,8.333,,28.06,16.28,55,98,134.0825326,,,.SAT4..,,105,SA(rs)bc   HII/LINER,,0.001614,0.04305,RT,,,,,,,,,,
FBS1324+448,UGC08334,,"('201.76708', '44.58444')","('198.95554', '42.02928')",,,476.0019684,,741.26,,8.333,,28.06,16.28,55,98,129.7323469,,,.SAT4..,,105,SA(rs)bc   HII/LINER,,0.001614,0.331,DG,,,,,,,,,,
MRK259,UGC08334,,"('202.18458', '43.93083')","('198.95554', '42.02928')",,,440.9921543,,741.26,,8.333,,28.06,16.28,55,98,141.5041189,,,.SAT4..,,105,SA(rs)bc   HII/LINER,,0.001614,0.0279,DG,,,,,,,,,,
RBS1795,MCG-07-45-002,,"('328.7125', '-44.23472')","('329.82433', '-43.86703')",,,490.6308445,,2269.03,,31.95813694,,28.03,4.48,81,55,196.6862981,,,.S..4./,,53,Scd,,0.008286,0.344,SP,,,,,,,,,yes,"done, original result"
RBS1795,MCG-07-45-002,,"('328.7125', '-44.23472')","('329.82433', '-43.86703')",,,490.63,TRUE,2269.03,,31.96,35,28.03,4.48,80,55,190.2233574,190.2233574,ESO288-G25,.S..4./,82.2,53,Scd,,0.008286,0.344,SP,?,?,?,1795,"1785, 1899",36pm7,6.98E12 pm 1.41E12,47.9pm 2.6,yes,"center is 1842, very weak"
RBS1795,MCG-07-45-002,,"('328.7125', '-44.23472')","('329.82433', '-43.86703')",,,490.63,TRUE,2269.03,,31.96,35,28.03,4.48,80,55,190.2233574,190.2233574,ESO288-G25,.S..4./,82.2,53,Scd,,0.008286,0.344,SP,,,,,,no,,,yes,D:Lyb marked at 2044
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,?,?,?,3590,"3560, 3620",29pm5,5.66E12 pm 9.65E11,24.5pm 1.3,"d:Lya, OVI","weak, I don't believe the OVI label, no galaxies within 2000kpc and 1000 km/s"
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,no,no,no,7923,"7890, 7942",16pm4,3.13E12 pm 8.26E11,18.8pm 2.3,d:Lya,"center is 7916, extremely weak, group of large galaxies with 1000<b<2000kpc at this velocity"
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,no,no,no,8103,"8057, 8155",61pm5,1.25E13 pm 1.17E12,31.0pm 2.6,"d:Lya,Lya","group of large galaxies with 1000<b<2000kpc at this velocity, center is 8106"
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,no,no,no,9038,"8992, 9080",96pm5,2.12E13 pm 1.19E12,27.7pm 1.8,"d:Lya, Lya","center is 9036, group of large galaxies with 1000<b<2000kpc at this velocity"
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,?,?,?,9517,"9500, 9538",18pm3,3.55E12 pm 6.98E11,13.4pm 2.3,Lya,center is 9518
RBS1795,x,0,"('328.7125', '-44.23472')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.344,SP,?,?,?,10154,"10105, 10203",57pm5,1.15E13 pm 1.15E12,33.5pm 2.1,"d:Lya, Lya",
H1101-232,MCG-04-26-019,,"('165.90708', '-23.49194')","('165.70883', '-23.59161')",,,179.153512,,3846.16,,49.52,,27.92,11.73,65,35,208.295332,,,PSXT2..,,30,(R:)SA:(s)ab   HII,,0.012086,0.186,SP,,,,,,,,,yes,"done, original result"
H1101-232,x,2,"('165.90708', '-23.49194')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.186,SP,no,no,no,1188,"1056, 1298",633pm20,2.39E14 pm 1.65E13,69.4pm 2.1,d:Lya,"center is 1177, two large galaxies very nearby: NGC3511 and NGC3513"
H1101-232,MCG-04-26-019,2,"('165.90708', '-23.49194')","('165.70883', '-23.59161')",,,179.153512,FALSE,3846.16,,49.52,16,27.92,11.73,65,35,206.2691186,84,ESO502-G12,PSXT2..,59.1,30,Sa,,0.012086,0.186,SP,yes,yes,yes,3580,"3466, 3688",560pm11,2.60E14 pm 1.40E13,55.6pm 1.8,d:Lya,"strong, center is 3577, blended with H2:1, OVI?; p"
H1101-232,x,0,"('165.90708', '-23.49194')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.186,SP,no,no,no,5995,"5938, 6026",46pm9,9.22E12 pm 1.94E12,30.4pm 2.4,d:Lya,"center is 5982, blended with MgII"
1H0717+714,UGC03804,,"('110.47208', '71.34333')","('110.64454', '71.59894')",,,207.1430497,,2972.82,,45.4,40,27.89,16.73,53,5,209.0071016,16,,.S..6*.,,13,Scd:,,0.00963,0.5003,SP,,,,,,,,,yes,"done, original result"
1H0717+714,UGC03804,1,"('110.47208', '71.34333')","('110.64454', '71.59894')",,,207.1430497,FALSE,2972.82,,45.4,40,27.89,16.73,53,5,187.179549,16,UGC3804,.S..6*.,52.9,13,Scd,,0.00963,0.5003,SP,yes,yes,yes,2870,"2780, 2960",333pm5,9.05E13 pm 1.89E12,54.5pm 1.6,d:Lya,blended with 2956; p
1H0717+714,UGC03804,1,"('110.47208', '71.34333')","('110.64454', '71.59894')",,,207.1430497,FALSE,2972.82,,45.4,40,27.89,16.73,53,5,187.179549,16,UGC3804,.S..6*.,52.9,13,Scd,,0.00963,0.5003,SP,yes,yes,yes,2982,"2942, 3022",51pm4,1.03E13 pm 9.27E11,27.6pm 3.3,d:Lya,"d:Lya labeled at 2956 - seems wrong, blended with 2870 - needs fitting; p"
1H0717+714,x,0,"('110.47208', '71.34333')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.5003,SP,no,no,no,3845,"3785, 3905",45.00pm5,8.76E12 pm 1.04E12,41.2pm 2.5,d:Lya,"d:Lya labeled at 3839 - seems wrong, weak; p"
1H0717+714,x,0,"('110.47208', '71.34333')","('x','x')",,,x,,x,,,,x,,x,,x,x,,,,,x,,x,0.5003,SP,no,no,no,5292,"5223, 5339",46pm5,8.88E12 pm 9.27E11,41.0pm 2.5,d:Lya,"center is 5281, no galaxy with b<2000kpc at this velocity"
1H0717+714,x,0,"('110.47208', '71.34333')","('x','x')",,,x,,x,,,,x,,x,,x,x,,,,,x,,x,0.5003,SP,no,no,no,6271,"6219, 6335",150pm4,3.51E13 pm 1.18E12,35.6pm 2.1,d:Lya,"center is 6277, no galaxy with b<2000kpc at this velocity"
1H0717+714,x,0,"('110.47208', '71.34333')","('x','x')",,,x,,x,,,,x,,x,,x,x,,,,,x,,x,0.5003,SP,no,no,no,7795,"7768, 7836",49pm3,1.00E13 pm 7.06E11,24.4pm 2.0,d:Lya,"center is 7802, no galaxy with b<2000kpc at this velocity"
SDSSJ142859.10+322507.0,KUG1426+326,,"('217.24625', '32.41861')","('217.10367', '32.39461')",,,132.1312189,,4379.09,,61.67732126,,27.51,12.65,63,50,210.4437198,,,x,,x,Spiral         Sbrst,,0.013777,0.627,PL,,,,,,,,,,
PG0003+158,NGC7814,,"('1.49708', '16.16361')","('0.81204', '16.14542')",,,197.2689177,,789.34,,17.171,,27.47,11.49,65,x,133.478582,,,.SAS2*/,,135,SA(s)ab: sp    LINER,,0.003502,0.4509,SP,,,,,,,,,yes,"done, original result"
PG0003+158,NGC7814,12,"('1.49708', '16.16361')","('0.81204', '16.14542')",,,197.27,FALSE,789.34,,17.17,29,27.47,11.49,65,135,x,44,NGC7814,.SAS2*/,65.4,135,SA(s)ab,,0.003502,0.4509,SP,yes,yes,yes,833,"770, 896",194pm17,4.73E13 pm 5.13E12,45.7pm 2.2,d:Lya,"weak, crowded field; p"
PG0003+158,x,0,"('1.49708', '16.16361')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.4509,SP,no,no,no,1255,"1209, 1301",64pm9,1.34E13 pm 2.05E12,30.1pm 3.1,d:Lya,"d:Lya labeled at 1250 - I measure 1255, weak, NGC7814(;LINER) at 789km/s; p"
PG0003+158,x,0,"('1.49708', '16.16361')","('x','x')",,,,,,,,,,,,,,,,,,,,,,0.4509,SP,no,no,no,4761,"4730, 4792",30pm5,6.15E12 pm 1.07E12,19.2pm 2.7,d:Lya,d:Lya labeled at 4764 _ I measure 4761. No galaxies nearby
PG1630+377,KUG1631+374,,"('248.00458', '37.63028')","('248.20387', '37.3575')",,,425.57994,,5490.92,,77.33693245,,27.3,8.19,73,150,-6.147970401,,,x,,x,Sbc,,0.017809,1.4326,SP,,,,,,,,,,
SDSSJ015530.02-085704.0,NGC0713,,"('28.875', '-8.95111')","('28.83972', '-9.08375')",,,167.2386149,,4960.81,,69.87052328,,27.27,7.64,74,95,99.888396,,,x,,x,Sc(f),,0.017475,0.1644,SP,,,,,,,,,,
SDSSJ084349.50+411741.0,2MASXJ08443742+4123342,,"('130.95625', '41.29472')","('131.15596', '41.39278')",,,389.0132949,,8833.24,,124.4117736,,27.26,11.45,65,20,223.8459167,,,x,,x,x,,0.028903,0.99,DG,,,,,,,,,,
NGC4593,NGC4697,,"('189.91417', '-5.34417')","('192.14949', '-5.80074')",,,461.8274286,,1523.83,,11.651,,27.14,17.1,51,68,33.54876602,,,.E.6...,,70,E6             LLAGN,,0.00414,0.009,SP,,,,,,,,,,
SDSSJ132222.70+464535.0,UGC08493,,"('200.59458', '46.75972')","('202.46963', '47.19517')",,,186.5151278,,703.54,,7.908,,27.14,18.46,47,58,198.9246424,,,.SAS4P.,,163,SA(s)bc pec;HIISy2.5,,0.001544,0.375,RT,,,,,,,,,,
US199,UGC08161,,"('195.94167', '26.55361')","('195.87118', '26.55051')",,,103.5906251,,6964.28,,94.015,,27.07,17.87,49,135,132.4814035,,,.S?....,,138,Sb,,0.022269,0.437,PL,,,,,,,,,,
SDSSJ125013.50+073441.5,NGC4698,,"('192.55667', '7.57972')","('192.09545', '8.48738')",,,419.4062263,,1306.86,,23.65,,27,17.82,49,170,-16.92973462,,,.SAS2..,,170,SA(s)ab        Sy2,,0.003366,0.0382,RT,,,,,,,,,,
SDSSJ004222.29-103743.8,2MASXJ00413607-1044279,,"('10.59292', '-10.62889')","('10.40036', '-10.74126')",,,325.2819241,,6012.79,,84.68720797,,26.93,23.16,31,45,194.7222209,,,x,,x,x,,0.021055,0.4248,SP,,,,,,,,,,
SDSSJ090704.80+532656.7,NGC2756,,"('136.77', '53.44917')","('137.25386', '53.84953')",,,448.6807592,,4145.17,,52.200001,,26.62,16.51,52,5,225.3928992,,,.S..3..,,0,Sb,,0.013272,0.0299,RT,,,,,,,,,,
HS1024+1849,CGCG094-070,,"('156.89208', '18.57444')","('157.05006', '18.60652')",,,313.3482216,,8324.05,,117.2401095,,26.61,25.54,16,13,245.5187359,,,x,,x,SBc_p_,,0.026892,2.834,NP,,,,,,,,,,
QSO1500-4140,NGC5786,,"('225.89167', '-41.87333')","('224.73442', '-42.01336')",,,400.3026668,,3124.36,,26.299999,,26.57,12.22,63,80,183.0951002,,,PSBS4..,,63,(R'_2)SAB(s)bc,,0.01,0.335,RT,,,,,,,,,,
Q_J1504-4152,NGC5786,,"('225.73', '-41.90833')","('224.73442', '-42.01336')",,,343.2214585,,3124.36,,26.299999,,26.57,12.22,63,80,183.9729543,,,PSBS4..,,63,(R'_2)SAB(s)bc,,0.01,1.026,RT,,,,,,,,,,
3C249.1,UGC06154,,"('166.0575', '76.98278')","('166.82737', '76.69494')",,,437.7962876,,5284.59,,74.43086745,,26.49,14.3,57,35,75.49997824,,,x,,x,SBa,,0.017199,0.3115,SP,,,,,,,,,,
MRK876,UGC10294,,"('243.48833', '65.71944')","('243.34246', '65.41842')",,,274.1084625,,3632.09,,51.15615908,,26.22,17.05,49,4,201.8535536,,,x,,x,Sm?,,0.011688,0.129,SP,,,,,,,,,,
SDSSJ105945.30+144142.0,NGC3485,,"('164.93875', '14.695')","('165.00992', '14.84158')",,,68.29414068,,1715.67,,24.16436593,,26.2,9.43,69,50,155.8923642,,,.SBR3*.,,-99,SB(r)b:,,0.00479,0.631,DG,,,,,,,,,,
KUV12390+2909,NGC4559,,"('190.37333', '28.87')","('188.99019', '27.95999')",,,225.8796398,,1096.55,,8.519,,26.02,12.23,62,148,88.65330069,,,.SXT6..,,150,SAB(rs)cd      HII,,0.002692,0.589,RT,,,,,,,,,,
SDSSJ101318.00+050033.0,SDSSJ101303.81+044921.1,,"('153.325', '5.00917')","('153.26589', '4.82253')",,,484.6375302,,10073.55,,141.8810168,,25.98,5.72,77,65,132.5677871,,,x,,x,x,,0.032774,0.266,RT,,,,,,,,,,
PG0832+251,KUG0833+252,,"('128.89958', '24.99472')","('129.03088', '25.11269')",,,293.7791107,,7133.76,,100.4755207,,25.96,12.98,60,170,58.05545551,,,x,,x,Spiral,,0.023229,0.331,SP,,,,,,,,,,
PG1001+054,UGC05432,,"('151.08375', '5.21694')","('151.22461', '5.06264')",,,217.2523089,,4237.86,,59.68819618,,25.81,21.17,35,60,77.61665481,,,x,,x,E:,,0.013326,0.161,PL,,,,,,,,,,
SDSSJ080359.23+433258.4,UGC04192,,"('120.99667', '43.54944')","('120.90848', '43.34303')",,,251.334347,,4731,,66.63379719,,25.78,3.61,82,174,29.13283491,,,.S..7..,,174,Sd(f),,0.015338,0.449,DG,,,,,,,,,,
PG0838+770,UGC04623,,"('131.18875', '76.88611')","('133.29638', '76.48606')",,,488.4608567,,2990.94,,44.5,,25.76,8.76,70,60,40.74756329,,,.S..6*.,,60,Scd:,,0.009623,0.131,SP,,,,,,,,,,
RBS1666,2MASXJ20055352-4144240,,"('301.47042', '-41.57833')","('301.47308', '-41.74')",,,364.8646634,,9180.17,,129.2981138,,25.39,20.82,35,85,94.05831845,,,x,,x,x,,0.031075,0.079,PL,,,,,,,,,,
KAZ49,NGC6015,,"('239.26375', '63.84111')","('237.85512', '62.31003')",,,485.0338846,,971.83,,16.756,,25.04,12.27,61,36,186.6138873,,,.SAS6..,,28,SA(s)cd        HII,,0.002759,0.0301,SP,,,,,,,,,,
SDSSJ014143.20+134032.0,NGC0660,,"('25.43', '13.67556')","('25.76', '13.64506')",,,75.61486856,,597.15,,13.45,,24.8,7.69,72,42,53.28193892,,,.SBS1P.,,170,SB(s)a pec;HII LINER,,0.002835,0.0454,SP,,,,,,,,,,
SDSSJ015952.95+134554.3,NGC0774,,"('29.97083', '13.765')","('29.8947', '14.0082')",,,273.3841241,,4375.33,,61.6243301,,24.71,19.77,37,155,7.622478077,,,.L.....,,165,S0,,0.015411,0.504,RT,,,,,,,,,,
MRK771,NGC4529,,"('188.01542', '20.15806')","('188.21519', '20.1835')",,,133.4325683,,2833.52,,40.400002,,24.68,4.7,79,x,x,,,x,,x,Scd:,,0.008459,0.063,DG,,,,,,,,,,
SDSSJ105125.80+124746.0,CGCG066-049,,"('162.8575', '12.79611')","('163.0407', '12.79534')",,,251.4157038,,5724.87,,80.63192734,,24.67,11.84,61,55,35.24147921,,,x,,x,x,,0.018176,1.281,NP,,,,,,,,,,
MRK205,NGC4319,,"('185.43375', '75.31056')","('185.43279', '75.32258')",,,5.917250241,,1615.02,,28.200001,,24.61,18.87,40,x,15.4344502,,,.SBR2..,,160,SB(r)ab        AGN,,0.004923,0.0708,MS,,,,,,,,,,
SDSSJ124035.50+094941.0,NGC4596,,"('190.14792', '9.82806')","('189.98311', '10.17614')",,,112.6124443,,2169.2,,16.799999,,24.35,11.69,61,75,79.66984391,,,.LBR+..,,135,SB(r)0+       LINER:,,0.006238,1.045,RT,,,,,,,,,,
CSO174,NGC4631,,"('192.75125', '30.42833')","('190.53338', '32.5415')",,,299.4380012,,888.08,,6.05,,24.31,7.29,73,84,49.61989412,,,.SBS7./,,86,SB(s)d         HII,,0.002021,0.653,PL,,,,,,,,,,
SDSSJ124511.25+335610.1,NGC4631,,"('191.29708', '33.93611')","('190.53338', '32.5415')",,,161.9697964,,888.08,,6.05,,24.31,7.29,73,84,124.7019584,,,.SBS7./,,86,SB(s)d         HII,,0.002021,0.71,DG,,,,,,,,,,
CSO176,NGC4631,,"('193.10375', '29.2225')","('190.53338', '32.5415')",,,420.7692847,,888.08,,6.05,,24.31,7.29,73,84,58.2490813,,,.SBS7./,,86,SB(s)d         HII,,0.002021,0.82,PL,,,,,,,,,,
KUG09484+3557,2MASXJ09514492+3537194,,"('147.84917', '35.71333')","('147.93714', '35.62214')",,,237.2206136,,8329.22,,117.3129268,,24.17,12.09,60,140,-3.966437479,,,x,,x,x,,0.027035,0.398,RT,,,,,,,,,,
FIRST_J09360+3207,2MASXJ09362430+3204460,,"('144.01625', '32.11917')","('144.1012', '32.07933')",,,167.6207396,,8289.78,,116.7575279,,24.11,19.77,35,150,-34.87085501,,,x,,x,S0,,0.026925,1.151,RT,,,,,,,,,,
MRK1253,SDSSJ101912.84-031251.5,,"('154.88667', '-3.3375')","('154.8035', '-3.21432')",,,340.6294761,,9327.86,,131.378307,,23.96,14.85,52,28,117.9838778,,,x,,x,Sc,,0.0303,0.049,PL,,,,,,,,,,
SDSSJ172823.40+573243.0,NGC6385,,"('262.0975', '57.54528')","('262.00587', '57.52181')",,,46.28334321,,3454.69,,48.65760787,,23.92,14.83,52,70,185.6325188,,,.SBS1..,,-99,SB(s)a,,0.011201,0.0284,SP,,,,,,,,,,
3C218,NGC2855,,"('139.52375', '-12.09528')","('140.36454', '-11.9095')",,,387.0154279,,2080.37,,26.299999,,23.7,18.96,37,125,132.5343499,,,RSAT0..,,-99,(R)SA(rs)0/a  LINER?,,0.006328,0.054,NP,,,,,,,,,,
RX_J1605.3+1448,IC1174,,"('241.33208', '14.81444')","('241.36177', '15.02534')",,,255.6974526,,4887.08,,68.83209145,,23.49,16.45,46,65,123.0112255,,,.SA.0*.,,50,SA0/a:,,0.015697,0.371,RT,,,,,,,,,,
LBQS0107-0233,UGC00726,,"('17.56792', '-2.31417')","('17.48983', '-1.74969')",,,499.7784174,,3567.78,,50.25048516,,23.36,13.31,55,144,28.12678511,,,.SBS7?.,,144,SB(s)d?,,0.012866,0.956,SP,,,,,,,,,,
SDSSJ084159.20+140642.0,NGC2648,,"('130.49667', '14.11167')","('130.66585', '14.28562')",,,131.3245399,,2234.53,,31.47229235,,23.28,11.64,60,150,74.19590452,,,.S..1..,,148,S(s)b,,0.006871,1.252,PL,,,,,,,,,,
