Target,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),radialVelocity (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,source,comment
PG1211+143,5011,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,x,0,FALSE,FALSE,5011,"4964, 5106",234pm7,5.97E13 pm 2.40E12,44.4pm 3.5,Lya,pilot,"center is 5035, blended with Lya:4920 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK876,5036,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,5036,"5021, 5057",10pm1,1.84E12 pm 2.67E11,14.4pm 0.7,d:Lya,pilot,"center is 5039, weak : NO GALAXIES : NO GALAXIES"
PKS2005-489,5070,PGC064185,1,"('302.35583333333335', '-48.83166666666666')","('302.41312', '-49.33172')",8.65E-05,2.16E-07,158.8403728,122.7567636,473.4893349,x,4800,4933,-137,54.1,x,24.7,5.2,78,15,19.3,79.1,.S..3./,0.21,12,Sb,Sb,0.016455,0.071,x,0,FALSE,FALSE,5070,"5016, 5156",315pm6,1.18E14 pm 3.75E12,35.6pm 3.3,done,pilot,center is 5086. several galaxies with b>500 kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : ONLY 1 GALAXY
RBS563,5111,x,0,"('69.62166667', '-61.79972222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.069,x,0,FALSE,FALSE,5111,"5049, 5153",117,2.60E+13,36.8,Lya,salt,blended with 5178 : NO GALAXIES
RBS563,5178,x,0,"('69.62166667', '-61.79972222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.069,x,0,FALSE,FALSE,5178,"5153, 5305",168,3.74E+13,56.7,Lya,salt,blended with 5111 : NO GALAXIES
3C351.0,5192,x,0,"('256.1725', '60.74194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3719,x,0,FALSE,FALSE,5192,"5118, 5266",206pm11,5.12E13 pm 3.33E12,44.5pm 2.7,Lya,pilot,Lya labeled at 5192. SDSSJ170349.45+601806.1 at b=589kpc : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
PG0832+251,5233,SDSSJ083537.08+250014.9,4,"('128.89916666666664', '24.994444444444444')","('128.9045', '25.00417')",1.930433703,1.751281221,96.52394417,41.56921938,14.37444937,x,5379,5210,-23,75.76,x,12,4,71,99,72.4,-99.99,x,0.89,-99,x,x,0.017379,,x,2,FALSE,FALSE,5233,"4940, 5266",796pm15,4.08E14 pm 1.94E13,84.7pm 4.6,Lya,pilot,"center is 5103, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
RBS567,5259,x,0,"('69.91125', '-53.19194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.243,x,0,FALSE,FALSE,5259,"5192, 5312",134,3.00E+13,40,Lya,salt,could be 2 blended? : NO GALAXIES
SDSSJ021218.32-073719.8,5272,SDSSJ021213.91-073501.1,4,"('33.07625', '-7.622222222222222')","('33.05798', '-7.58364')",1.300149963,0.033458706,80.95678157,28.36118827,52.15543291,x,4978,5247,-25,70.11,x,9.3,8.4,26,155,0.1,-99.99,x,-99.99,-99,x,x,0.017501,,x,1,TRUE,TRUE,5272,"5216, 5330",123pm17,2.80E13 pm 4.43E12,36.2pm 3.4,f:Lya,pilot,center is 5273
QSO1500-4140,5290,x,0,"('225.8916667', '-41.87305556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.335,x,0,FALSE,FALSE,5290,"5185, 5383",398,1.28E+14,54.5,Lya,salt, : NO GALAXIES
HE0439-5254,5291,x,0,"('70.05', '-52.805')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1.053,x,0,FALSE,FALSE,5291,"5249, 5319",40,8.04E+12,23.5,Lya,salt,hard to fit cont : NO GALAXIES
RX_J1356.4+2515,5291,x,0,"('209.10667', '25.25639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,5291,"5226, 5346",94pm18,2.00E13 pm 4.19E12,39.8pm 2.8,Lya,pilot,center is 5286 : NO GALAXIES : NO GALAXIES
1H0717+714,5292,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,x,0,FALSE,FALSE,5292,"5223, 5339",46pm5,8.88E12 pm 9.27E11,41.0pm 2.5,d:Lya,pilot,"center is 5281, no galaxy with b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RX_J0714.5+7408,5317,x,0,"('108.65083', '74.13639')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.371,x,0,FALSE,FALSE,5317,"5294, 5380",39pm8,7.55E12 pm 1.57E12,37.0pm 1.9,done,pilot,"very weak, center is 5337 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
PG0832+251,5336,NGC2611,4,"('128.89916666666664', '24.994444444444444')","('128.87154', '25.0275')",1.495627306,1.3424092,153.0237856,113.1940988,55.30099638,x,5425,5256,-80,76.41,x,23.4,8.9,68,50,87.1,-99.99,x,0.89,-99,SB:(rs)a,SB:(rs)a,0.017532,,x,2,FALSE,FALSE,5336,"5266, 5390",512pm4,3.07E14 pm 1.75E13,51.6pm 2.1,Lya,pilot,"center is 5328, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG0832+251,5426,NGC2611,4,"('128.89916666666664', '24.994444444444444')","('128.87154', '25.0275')",0.852182751,0.764881706,153.0237856,113.1940988,55.30099638,x,5425,5256,-170,76.41,x,23.4,8.9,68,50,87.1,-99.99,x,0.89,-99,SB:(rs)a,SB:(rs)a,0.017532,,x,3,FALSE,FALSE,5426,"5390, 5552",511pm8,2.62E14 pm 1.49E13,52.3pm 3.5,Lya,pilot,"center is 5471, DLA : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
HE0429-5343,5638,ADF-S113,2,"('67.66666666666667', '-53.61555555555555')","('67.71205', '-53.79554')",-99.99,-99.99,-99.99,-99.99,262.0308121,x,5858,5996,358,82.5,x,-99.99,-99.99,-99,-99,89.5,-99.99,x,-99.99,-99,x,x,0.02,0.04001,x,0,FALSE,FALSE,5638,"5586, 5680",92,1.98E+13,34.7,Lya,salt, : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1216+069,5674,x,0,"('184.83708', '6.64389')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.3313,x,0,FALSE,FALSE,5674,"5620, 5756",136pm8,2.92E13 pm 1.85E12,47.4pm 2.3,d:Lya,pilot,"d:Lya labeled at 5674, blended with Clll - not likely, there are no other metal lines in this system, center is 5688 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
HE0241-3043,5681,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,5681,"5662, 5706",29pm7,5.86E12 pm 1.60E12,14.7pm 2.1,Lya,pilot,"center is 5684, weak : NO GALAXIES : NO GALAXIES"
PG1302-102,5683,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,5683,"5635, 5745",46pm6,9.10E12 pm 1.19E12,37.7pm 2.9,"Lya, d:NV",pilot,"Lya labeled at 5683, d:NV at 5694, center is 5690 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK1014,5694,PGC007511,1,"('29.959166666666665', '0.39472222222222225')","('29.79728', '0.10978')",0.000260608,1.13E-06,158.3963698,122.0120322,446.1401531,x,5538,5807,113,78,x,24.6,19.9,36,87,57.4,-99.99,       ,-99.99,-99,Compact,Compact,0.01937,0.163,x,0,FALSE,FALSE,5694,"5604, 5706",45pm9,8.84E12 pm 1.92E12,35.3pm 2.3,d:Lya,pilot,"center is 5655, extremely weak : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY"
RBS1768,5755,x,0,"('324.7079167', '-38.47777778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.18299,x,0,FALSE,FALSE,5755,"5662, 5828",378,1.29E+14,45.8,Lya,salt,"in pilot paper, blended with 5864 : NO GALAXIES"
SDSSJ140428.30+335342.0,5769,x,0,"('211.11792', '33.895')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.549,x,0,FALSE,FALSE,5769,"5712, 5834",314pm21,9.92E13 pm 1.22E13,38.1pm 2.2,working,pilot,center is 5773 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
RX_J1117.6+5301,5798,x,0,"('169.41875', '53.03055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,5798,"5717, 5855",212pm16,5.93E13 pm 5.91E12,38.8pm 2.5,Lya,pilot,center is 5786 : NO GALAXIES : NO GALAXIES
H1101-232,5835,x,0,"('165.9070833', '-23.49194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.186,x,0,FALSE,FALSE,5835,"5793, 5877",38,7.58E+12,29.4,Lya,salt,super weak : NO GALAXIES
PG1302-102,5857,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,5857,"5824, 5894",52,1.06E+13,23.1,Lya,salt,in pilot paper : NO GALAXIES
RBS1768,5863,x,0,"('324.7079167', '-38.47777778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.18299,x,0,FALSE,FALSE,5863,"5826, 5924",102,2.31E+13,32,Lya,salt,"in pilot paper, blended with 5755 : NO GALAXIES"
HE0439-5254,5879,ADF-S051,1,"('70.05', '-52.805')","('69.72732', '-52.86293')",-99.99,-99.99,-99.99,-99.99,293.0381484,x,5862,5996,117,82.56,x,-99.99,-99.99,-99,-99,7.5,-99.99,x,-99.99,-99,x,x,0.02,1.053,x,0,FALSE,FALSE,5879,"5840, 5912",38,7.49E+12,28.9,Lya,salt,hard to fit cont : ONLY 1 GALAXY
SDSSJ091728.60+271951.0,5920,x,0,"('139.3691667', '27.33083333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,5920,"5844, 5984",116pm21,2.53E13 pm 4.85E12,43.1pm 4.0,Lya,pilot,center is 5914 : NO GALAXIES : NO GALAXIES
3C66A,5965,UGC01832,5,"('35.665', '43.035555555555554')","('35.62966', '43.0653')",1.717365576,1.706719408,191.9550398,185.2785066,55.8835505,x,5772,5913,-52,81.29,x,32.5,13.6,65,155,16,64.29,.S..1..,-99.99,163,Sa,Sa,0.019724,0.444,x,1,TRUE,TRUE,5965,"5940, 6026",53pm6,1.11E13 pm 1.27E12,26.3pm 2.6,d:Lya,pilot,"weak, blended with Mgll, center is 5983, near UGC01841; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,5972,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,5972,"5945, 5999",29pm4,5.71E12 pm 8.30E11,18.6pm 2.1,d:Lya,pilot,"MgII labeled at 5981.5, center is 5972 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
H1101-232,5995,x,0,"('165.90708', '-23.49194')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.186,x,0,FALSE,FALSE,5995,"5938, 6026",46pm9,9.22E12 pm 1.94E12,30.4pm 2.4,d:Lya,pilot,"center is 5982, blended with MgII : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
MRK876,6037,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,6037,"5994, 6096",88pm2,1.91E13 pm 4.89E11,29.2pm 2.7,Lya,pilot,center is 6045 : NO GALAXIES : NO GALAXIES
3C66A,6076,UGC01832,6,"('35.665', '43.035555555555554')","('35.62966', '43.0653')",0.945696558,0.939834064,191.9550398,185.2785066,55.8835505,x,5772,5913,-163,81.29,x,32.5,13.6,65,155,16,64.29,.S..1..,1,163,Sa,Sa,0.019724,0.444,x,3,TRUE,FALSE,6076,"6044, 6122",27pm6,5.20E12 pm 1.13E12,26.7pm 3.3,d:Lya,pilot,"weak, blended with Mgll, center is 6083, near UGC01841; p : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1302-102,6092,x,0,"('196.3875', '-10.55556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,6092,"6026, 6150",37pm6,7.13E12 pm 1.22E12,43.6pm 2.5,d:Lya,pilot,"MgII labeled at 6097.3, d:Lya labeled at 6098, center is 6088 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ112005.00+041323.0,6096,x,0,"('170.0208333', '4.223055556')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.54689,x,0,FALSE,FALSE,6096,"6058, 6146",171,4.54E+13,29.9,Lya,salt, : NO GALAXIES
SDSSJ135341.03+361948.0,6172,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.147,x,0,FALSE,FALSE,6172,"6074, 6254",274pm10,7.25E13 pm 3.28E12,50.2pm 2.3,done,pilot,center is 6164 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
1H0717+714,6271,x,0,"('110.47208', '71.34333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.5003,x,0,FALSE,FALSE,6271,"6219, 6335",150pm4,3.51E13 pm 1.18E12,35.6pm 2.1,d:Lya,pilot,"center is 6277, no galaxy with b<2000kpc at this velocity : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
SDSSJ135726.27+043541.4,6308,x,0,"('209.35917', '4.59472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,6308,"6268, 6340",64pm8,1.37E13 pm 1.97E12,24.6pm 4.9,Lya,pilot,center is 6304 : NO GALAXIES : NO GALAXIES
HE0439-5254,6348,ADF-S051,1,"('70.05', '-52.805')","('69.72732', '-52.86293')",-99.99,-99.99,-99.99,-99.99,293.0381484,x,5862,5996,-352,82.56,x,-99.99,-99.99,-99,-99,7.5,-99.99,x,-99.99,-99,x,x,0.02,1.053,x,0,FALSE,FALSE,6348,"6312, 6380",42,8.59E+12,23.8,Lya,salt,hard to fit cont : ONLY 1 GALAXY
RBS567,6370,x,0,"('69.91125', '-53.19194444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.243,x,0,FALSE,FALSE,6370,"6339, 6393",35,7.16E+12,17.9,Lya,salt,weak : NO GALAXIES
RX_J1121.2+0326,6384,x,0,"('170.3083333', '3.429722222')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.152,x,0,FALSE,FALSE,6384,"6307, 6413",182,4.70E+13,39.4,Lya,salt,noisy : NO GALAXIES
RX_J1236.0+2641,6404,NGC4555,12,"('189.01666666666665', '26.693333333333335')","('188.92157', '26.52312')",0.028902175,0.148194931,288.9817089,450.8852093,365.2863023,x,6974,6683,279,110,x,58.8,44.7,41,120,86.5,114.33,.E.....,-99.99,125,E,E,0.022292,,x,3,FALSE,TRUE,6404,"6358, 6432",42pm11,8.44E12 pm 2.45E12,29.1pm 2.1,Lya,pilot,"center is 6395, weak : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH"
SDSSJ135341.03+361948.0,6419,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.147,x,0,FALSE,FALSE,6419,"6388, 6450",48pm7,9.82E12 pm 1.51E12,23.6pm 2.6,no,pilot,"not marked, but looks like a small Lya line here : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES"
RBS1768,6531,x,0,"('324.7079167', '-38.47777778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.18299,x,0,FALSE,FALSE,6531,"6510, 6554",15,3.01E+12,14.7,Lya,salt,"in pilot paper, super weak : NO GALAXIES"
SDSSJ135341.03+361948.0,6531,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.147,x,0,FALSE,FALSE,6531,"6450, 6600",450pm6,2.05E14 pm 9.45E12,45.3pm 2.0,done,pilot,center is 6525 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
FBQSJ1431+2442,6542,SDSSJ143122.18+243048.1,2,"('217.85750000000002', '24.705555555555556')","('217.84243', '24.51337')",1.41E-07,1.71E-55,81.55643225,28.81985427,323.6020554,x,6833,6577,35,96.23,x,9.4,5.8,52,19,14.9,-99.99,x,-99.99,-99,x,x,0.021938,,x,0,FALSE,FALSE,6542,"6517, 6573",56pm15,1.19E13 pm 3.71E12,21.3pm 4.1,Lya,pilot,center is 6545 : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1302-102,6596,x,0,"('196.3875', '-10.55527778')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.2784,x,0,FALSE,FALSE,6596,"6544, 6640",60,1.22E+13,30.7,Lya,salt,in pilot paper : NO GALAXIES
PG1211+143,6606,SDSSJ121430.17+141512.6,1,"('183.57375000000002', '14.053611111111111')","('183.62574', '14.25351')",3.03E-05,4.80E-19,108.9386191,54.07593735,351.1425166,x,6929,6630,24,97.59,x,14.3,2.9,78,40,25.8,-99.99,x,-99.99,-99,x,x,0.022114,0.0804,x,0,FALSE,FALSE,6606,"6554, 6660",98pm6,2.17E13 pm 1.51E13,31.0pm 2.3,Lya,pilot,center is 6607 : VIRIAL AND CUSTOM INCLUDE MISMATCH : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
SDSSJ112224.10+031802.0,6606,PGC034796,1,"('170.60041666666666', '3.3005555555555555')","('170.36231', '3.44491')",1.82E-05,2.25E-07,166.3055372,135.645656,491.2392503,x,7186,6902,296,101.21,x,26.4,12.9,61,145,23.7,-99.99,x,-99.99,-99,Scd,Scd,0.023022,0.47528,x,0,FALSE,FALSE,6606,"6556, 6656",70,1.44E+13,32.9,no,salt,"not identified, looks like it's there to me : ONLY 1 GALAXY"
FBQSJ1431+2442,6623,SDSSJ143122.18+243048.1,2,"('217.85750000000002', '24.705555555555556')","('217.84243', '24.51337')",1.38E-07,1.67E-55,81.55643225,28.81985427,323.6020554,x,6833,6577,-46,96.23,x,9.4,5.8,52,19,14.9,-99.99,x,-99.99,-99,x,x,0.021938,,x,0,FALSE,FALSE,6623,"6570, 6698",272pm20,7.89E13 pm 8.95E12,41.7pm 2.6,Lya,pilot,center is 6634 : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ135341.03+361948.0,6642,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.147,x,0,FALSE,FALSE,6642,"6600, 6720",233pm8,7.37E13 pm 3.53E12,32.2pm 3.3,done,pilot,center is 6660 : NO GALAXIES : NO GALAXIES : NO GALAXIES : NO GALAXIES
LBQS1230-0015,6828,2PIGGNGPGALB+3.27437-0.00740,1,"('188.26708333333335', '-0.5261111111111111')","('188.24852', '-0.69954')",2.51E-08,7.50E-47,85.11380382,31.6227766,320.7987223,x,7482,7191,363,105.38,x,10,7.4,42,77,70.9,-99.99,x,-99.99,-99,x,x,0.023985,0.47095,x,0,FALSE,FALSE,6828,"6756, 6890",186,4.71E+13,37.9,Lya,salt,in pilot paper : ONLY 1 GALAXY
PG1001+054,6840,x,0,"('151.08375', '5.21694')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,6840,"6746, 6916",202pm10,4.72E13 pm 2.67E12,52.3pm 2.5,Lya,pilot,center is 6831 : NO GALAXIES : NO GALAXIES
RX_J1121.2+0326,6975,PGC034796,1,"('170.30833333333334', '3.4297222222222223')","('170.36231', '3.44491')",1.229206551,1.028888788,166.3055372,135.645656,98.8858514,x,7186,6902,-73,101.21,x,26.4,12.9,61,145,70.7,-99.99,x,-99.99,-99,Scd,Scd,0.023022,0.152,x,1,TRUE,TRUE,6975,"6770, 7110",744,2.20E+14,119.6,Lya,salt,"noisy, possibly blended? : ONLY 1 GALAXY"
PG0832+251,6980,PGC024169,1,"('128.89916666666664', '24.994444444444444')","('129.03088', '25.11269')",0.040333362,0.007130601,164.562778,132.5745074,294.5708809,x,7134,6964,-16,100.47,x,26,10.4,66,170,55.3,-99.99,x,-99.99,-99,Spiral,Spiral,0.023229,,x,1,TRUE,FALSE,6980,"6896, 7058",133pm14,2.78E13 pm 3.14E12,58.7pm 2.0,Lya,pilot,center is 6977 : ONLY 1 GALAXY : ONLY 1 GALAXY
PG1211+143,6989,SDSSJ121430.17+141512.6,1,"('183.57375000000002', '14.053611111111111')","('183.62574', '14.25351')",1.23E-06,1.94E-20,108.9386191,54.07593735,351.1425166,x,6929,6630,-359,97.59,x,14.3,2.9,78,40,25.8,-99.99,x,-99.99,-99,x,x,0.022114,0.0804,x,0,FALSE,FALSE,6989,"6942, 7056",131pm6,3.01E13 pm 1.62E12,33.3pm 2.6,Lya,pilot,center is 6999 : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY : ONLY 1 GALAXY
MRK876,7005,x,0,"('243.48833', '65.71944')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7005,"6962, 7060",26pm2,4.89E12 pm 4.30E11,36.6pm 1.9,"Lya, d:Lya",pilot,center is 7011 : NO GALAXIES : NO GALAXIES
SDSSJ130524.30+035731.0,7039,UGC08186,1,"('196.35125000000002', '3.958611111111111')","('196.49433', '3.95644')",0.824465028,1.278740732,268.2979823,383.6638529,248.6563257,x,7298,7006,-33,99.8,x,52.8,12.7,76,105,14.1,99.58,.S..4..,0.13,107,Scd(f),Scd(f),0.023369,,x,1,TRUE,TRUE,7039,"6935, 7155",480pm14,1.84E14 pm 1.10E13,54.6pm 2.5,Lya,pilot,center is 7045 : ONLY 1 GALAXY : ONLY 1 GALAXY
MRK1014,7080,SDSSJ020015.67+001157.2,1,"('29.959166666666665', '0.39472222222222225')","('30.0653', '0.19924')",0.000741762,2.46E-07,135.4118555,86.772899,319.8947879,x,6557,6825,-255,82.4,x,19.6,14.5,42,110,41.5,-99.99,x,-99.99,-99,S0,S0,0.022767,0.163,x,0,FALSE,FALSE,7080,"6984, 7144",117pm11,2.46E13 pm 2.54E12,49.0pm 3.1,d:Lya,pilot,"center is 7064, IC1761 companion; p : ONLY 1 GALAXY"
RX_J1356.4+2515,7080,UCM1353+2531,1,"('209.10666666666668', '25.256666666666668')","('208.90042', '25.27417')",-99.99,-99.99,-99.99,-99.99,330.1038393,x,7169,6895,-185,100.96,x,-99.99,-99.99,-99,-99,14.4,-99.99,x,-99.99,-99,x,x,0.023,,x,0,FALSE,FALSE,7080,"7030, 7146",81pm18,1.69E13 pm 4.02E12,41.8pm 3.3,Lya,pilot,center is 7088 : ONLY 1 GALAXY : ONLY 1 GALAXY
RX_J1236.0+2641,7117,IC3585,13,"('189.01666666666665', '26.693333333333335')","('189.16625', '26.82994')",0.027803996,0.056452511,226.0888158,264.4513717,366.7903824,x,7603,7312,195,110,x,41.2,39.6,16,90,45.6,68.89,.LAS0*.,0.83,-99,SA(s)0^0^:,SA(s)0^0^:,0.02439,,x,3,FALSE,TRUE,7117,"7016, 7222",428pm13,1.38E14 pm 6.52E12,57.7pm 2.1,Lya,pilot,center is 7119 : VIRIAL AND CUSTOM INCLUDE MISMATCH : VIRIAL AND CUSTOM INCLUDE MISMATCH
SDSSJ091728.60+271951.0,7141,UGC04895,2,"('139.36916666666667', '27.330833333333334')","('139.20608', '27.4896')",0.016588073,0.022642905,204.8052424,213.3056328,408.7633193,x,7279,7073,-68,109,x,35.7,12.8,69,163,25.4,70.49,.S..3..,0.35,163,Sb,Sb,0.023593,,x,1,TRUE,TRUE,7141,"7004, 7230",374pm23,9.27E13 pm 7.33E12,76.5pm 2.4,Lya,pilot,center is 7117
HE0241-3043,7153,x,0,"('40.90708', '-30.51333')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,0,FALSE,FALSE,7153,"7108, 7186",54pm9,1.11E13 pm 2.07E12,30.6pm 3.9,Lya,pilot,center is 7147 : NO GALAXIES : NO GALAXIES
